kategori_produk,review,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.459914,0,0.0,0.0,0.0,43.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 45 cm x 60 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.247243,0,0.0,0.0,0.0,28.57,140.09,0.0,0.0,0.0,0.0,0.0,30.62,159.51,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 150 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.610433,0,10.072,0.0,0.0,172.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 160 cm x 10kg,train,0,0,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.467365,0,0.0,0.0,0.0,26.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train,0,0,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.159009,0,1.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia hitam 1/2kg,train,0,0,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.037592,0,0.0,0.0,0.0,52.63,0.0,0.0,57.07,33.09,28.33,10.88745,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 55 cm x 35 cm x 30 cm kraft,train,1,0,0
Alat Pengemasan,2.5,tools,staples,deli,lainnya,lainnya,lainnya,9.799231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.907546,0,0.0,0.0,0.0,59.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.630788,0,54.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.806754,0,0.0,0.0,0.0,48.79,192.41,0.0,0.0,0.0,0.0,0.0,52.94,215.16,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 200 meter,train,0,1,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.553891,0,0.0,0.0,0.0,48.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 45 cm x 60 cm,train,0,0,0
Perekat,4.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.600629,0,0.0,26.15,0.0,0.0,14.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam yatta 24 mm x 15 meter,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.563936,0,0.0,0.0,0.0,39.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 40 cm x 60 cm,train,0,0,0
Perekat,4.0,lakban,lakban,hiro,coklat,lainnya,lainnya,9.118011,0,0.0,41.46,0.0,0.0,0.0,76.2,0.0,0.0,0.0,0.0,0.0,0.0,43.88,79.52,0,0,0,0,1,42,9,lakban fragile coklat hiro 45 mm x 75 yard,train,0,0,1
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.990594,0,0.0,0.0,0.0,52.19,93.47,0.0,0.0,0.0,0.0,0.0,50.36,94.49,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 100 meter,train,0,1,0
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.374694,0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.622298,0,0.0,0.0,0.0,26.66,102.46,0.0,0.0,0.0,0.0,0.0,23.32,105.08,0.0,0.0,0,0,0,0,1,32,6,wrapping bening 25cm x 100 meter,train,0,1,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.415301,0,0.0,0.0,0.0,29.28,242.07,0.0,0.0,0.0,0.0,0.0,32.11,260.77,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 250 meter,train,0,1,0
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,putih,lainnya,lainnya,7.772109,0,0.0,0.0,0.0,23.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek putih 25 cm x 50 cm,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.072126,0,0.0,0.96,0.0,124.68,247.45,0.0,0.0,0.0,0.0,0.0,122.24,265.9,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train,0,1,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.109991,0,0.0,0.0,0.0,30.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.983309,0,2.883,0.0,0.0,30.27,25.01,0.0,0.0,0.0,0.0,0.0,29.15,25.78,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.268341,0,0.0,1.1,0.0,116.37,236.51,0.0,0.0,0.0,0.0,0.0,120.83,269.26,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train,0,1,0
Perlengkapan Pengemasan,3.0,karung,karung,lainnya,lainnya,lainnya,lainnya,10.518495,0,0.0,0.0,0.0,99.26,27.88,0.0,0.0,0.0,0.0,0.0,102.88,28.6,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 100 cm x 30 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.694327,0,3.238,0.0,0.0,61.49,93.35,0.0,0.0,0.0,0.0,0.0,63.03,105.91,0.0,0.0,0,0,0,0,1,46,7,bubble wrap sanpack hitam 3.2kg 60cmx100 meter,train,0,1,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.746396,0,0.0,0.0,0.0,10.34,206.45,0.0,0.0,0.0,0.0,0.0,10.25,193.96,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 200 meter,train,0,1,0
Perekat,3.5,lakban,lakban,yatta,biru,lainnya,lainnya,9.348087,0,0.0,48.84,0.0,0.0,0.0,111.46,0.0,0.0,0.0,0.0,0.0,0.0,50.2,125.17,0,0,0,0,1,34,8,lakban yatta biru 48 mm x 120 yard,train,0,0,1
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.605544,0,0.0,1.84,0.0,121.38,252.74,0.0,0.0,0.0,0.0,0.0,117.28,263.82,0.0,0.0,0,0,1,0,2,29,6,pe foam 125 cmx250 meterx2 mm,train,0,1,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.545792,0,0.0,0.0,0.0,20.13,0.0,0.0,19.98,19.37,21.34,9.019162,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 20 cm x 20 cm x 20 cm kraft,train,1,0,0
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.40374,0,0.0,0.0,0.0,30.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 30 cm x 40 cm,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.429195,0,2.479,0.0,0.0,56.27,98.02,0.0,0.0,0.0,0.0,0.0,56.52,94.69,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 2.4kg 60 cm x 100 meter,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.155765,0,0.0,5.24,0.0,121.39,262.96,0.0,0.0,0.0,0.0,0.0,121.31,263.15,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.658813,0,0.0,0.0,0.0,42.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.306407,0,0.0,0.0,0.0,31.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.452484,0,2.538,0.0,0.0,115.98,24.35,0.0,0.0,0.0,0.0,0.0,116.22,26.51,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.7kg 125 cm x 25 meter,train,0,1,0
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.279678,0,0.0,107.24,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 100 mm 300 lembar,train,0,0,0
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.076219,0,0.0,0.0,0.0,14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,9.527505,0,1.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,4,tali rafia biru 1kg,train,0,0,0
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,lainnya,lainnya,lainnya,10.26409,0,0.0,0.0,0.0,95.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,35,6,kantong plastik sampah 90 cmx120 cm,train,0,0,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.026346,0,1.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hitam 1kg,train,0,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.513522,0,46.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.099105,0,2.036,0.0,0.0,64.45,25.05,0.0,0.0,0.0,0.0,0.0,59.78,25.04,0.0,0.0,0,0,0,0,1,51,10,bubble wrap smilepack bening 2.2kg 60 cm x 25 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.790858,0,0.0,0.0,0.0,35.64,0.0,0.0,34.38,29.15,8.8,9.084795,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 30 cm x 9 cm bflute,train,1,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.389426,0,0.0,0.0,0.0,32.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.169383,0,0.0,0.0,0.0,29.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Perekat,4.0,lakban,lakban,sanpack,merah,lainnya,lainnya,9.21827,0,0.0,48.87,0.0,0.0,0.0,83.85,0.0,0.0,0.0,0.0,0.0,0.0,49.75,84.23,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 90 yard,train,0,0,1
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.576228,0,2.857,0.0,0.0,126.37,50.69,0.0,0.0,0.0,0.0,0.0,118.34,50.42,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp hitam 3.0kg 125 cm x 50 meter,train,0,1,0
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,lainnya,pe,lainnya,11.005547,0,0.0,0.0,0.0,121.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,9,plastik sampah jumbo pe 120 cm x 180 cm,train,0,0,0
Alat Pengemasan,2.5,tools,cutter,joyko,lainnya,lainnya,lainnya,9.229166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar joyko l150,train,0,0,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.516143,0,49.962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.274213,0,0.0,0.0,0.0,35.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.641605,0,0.0,2.13,0.0,125.75,258.86,0.0,0.0,0.0,0.0,0.0,123.69,268.02,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.301023,0,0.0,0.0,0.0,52.28,0.0,0.0,50.23,34.87,26.42,10.742382,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 50 cm x 35 cm x 25 cm cflute,train,1,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.793215,0,0.0,63.32,895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,47,10,sticker thermal lipat 60 mm x 40 mm 1000 lembar,train,0,0,0
Perekat,3.5,lakban,lakban,smilepack,biru,lainnya,lainnya,9.243107,0,0.0,47.82,0.0,0.0,0.0,66.23,0.0,0.0,0.0,0.0,0.0,0.0,48.45,66.78,0,0,0,0,1,46,9,lakban unboxing biru smilepack 45 mm x 70 yard,train,0,0,1
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.459193,0,0.0,0.0,0.0,35.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,7,kantong plastik laundry pp 35 cmx55 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.603622,0,0.0,0.0,0.0,28.65,278.2,0.0,0.0,0.0,0.0,0.0,30.94,276.21,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 270 meter,train,0,1,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.650705,0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,7,kantong plastik laundry pp 45cm x 65cm,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.456451,0,0.0,0.0,0.0,40.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 40 cm x 60 cm,train,0,0,0
Perekat,4.5,lakban,lakban,smilepack,putih,lainnya,lainnya,9.137633,0,0.0,46.66,0.0,0.0,0.0,86.67,0.0,0.0,0.0,0.0,0.0,0.0,48.34,92.84,0,0,0,0,1,46,9,lakban fragile putih smilepack 45 mm x 90 yard,train,0,0,1
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,putih,lainnya,lainnya,8.946361,0,0.0,0.0,0.0,25.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek putih 25 cm x 50 cm,train,0,0,0
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.101116,0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Perekat,2.5,lakban,lakban,yatta,merah,lainnya,lainnya,9.30097,0,0.0,48.73,0.0,0.0,0.0,99.73,0.0,0.0,0.0,0.0,0.0,0.0,47.83,93.86,0,0,0,0,1,52,10,lakban fresh vegetables merah yatta 45 mm x 100 yard,train,0,0,1
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.759824,0,0.0,0.0,0.0,45.41,0.0,0.0,47.08,23.19,14.74,9.686196,0.0,0.0,0.0,0.0,0,0,0,1,2,38,7,kardus packing 45 cmx25 cmx15 cm kraft,train,1,0,0
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,8.40602,0,0.0,0.0,0.0,15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.387444,0,0.0,0.0,0.0,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train,0,0,0
Alat Pengemasan,2.5,tools,staples,deli,lainnya,lainnya,lainnya,9.870492,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train,0,0,0
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.704183,0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.479375,0,0.0,87.13,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,39,6,thermal unboxing 80 mmx80 mmx500 lembar,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.444413,0,2.203,0.0,0.0,27.95,103.97,0.0,0.0,0.0,0.0,0.0,31.61,94.7,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 2.2kg 30 cm x 100 meter,train,0,1,0
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.833845,0,0.0,0.0,0.0,15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,32,6,plastik kresek hitam 15cm x 35cm,train,0,0,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.068812,0,0.0,0.0,0.0,32.75,0.0,0.0,32.28,18.5,8.55,8.538346,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train,1,0,0
Alat Pengemasan,4.0,tools,lakban,deli,lainnya,lainnya,lainnya,9.769942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,3,dispenser lakban deli,train,0,0,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.116323,0,2.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia hitam 1/2kg,train,0,0,0
Perekat,3.0,lakban,lakban,smilepack,merah,lainnya,lainnya,9.156054,0,0.0,51.21,0.0,0.0,0.0,81.87,0.0,0.0,0.0,0.0,0.0,0.0,44.66,86.14,0,0,0,0,1,38,8,lakban smilepack merah 48 mm x 80 yard,train,0,0,1
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.44274,0,3.378,0.0,0.0,59.21,50.65,0.0,0.0,0.0,0.0,0.0,55.8,49.57,0.0,0.0,0,0,0,0,1,46,10,bubble wrap upack hitam 3.2kg 60 cm x 50 meter,train,0,1,0
Perekat,4.0,lakban,lakban,deli,merah,lainnya,lainnya,8.882466,0,0.0,48.37,0.0,0.0,0.0,79.81,0.0,0.0,0.0,0.0,0.0,0.0,44.25,80.81,0,0,0,0,1,33,8,lakban deli merah 45 mm x 75 yard,train,0,0,1
Pengikat,2.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.529434,0,51.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train,0,0,0
Perekat,3.5,double_tape,pe foam,non brand,lainnya,foam,lainnya,10.10217,1,0.0,50.17,0.0,0.0,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,42,10,double tape foam non brand 48 mm x 3 meter,train,0,0,0
Alat Pengemasan,3.5,tools,lakban,deli,lainnya,lainnya,lainnya,10.084474,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,3,dispenser lakban deli,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.679055,0,0.0,0.0,0.0,9.24,188.18,0.0,0.0,0.0,0.0,0.0,10.37,209.2,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 200 meter,train,0,1,0
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.174203,0,0.0,0.0,0.0,14.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.11803,0,0.0,0.0,0.0,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,32,6,plastik kresek hitam 15cm x 35cm,train,0,0,0
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.012549,0,0.0,0.0,0.0,27.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.391662,0,0.0,0.0,0.0,24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train,0,0,0
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,10.193615,0,0.0,12.08,0.0,0.0,15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,36,7,double tape foam deli 12 mmx15 meter,train,0,0,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.97266,0,0.0,0.0,0.0,47.06,270.8,0.0,0.0,0.0,0.0,0.0,52.89,260.96,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 270 meter,train,0,1,0
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.566378,0,0.0,0.0,0.0,25.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train,0,0,0
Perekat,3.5,lakban,lakban,smilepack,biru,lainnya,lainnya,8.91586,0,0.0,49.19,0.0,0.0,0.0,73.74,0.0,0.0,0.0,0.0,0.0,0.0,49.99,75.99,0,0,0,0,1,37,8,lakban smilepack biru 48 mm x 75 yard,train,0,0,1
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.540838,0,0.0,2.03,0.0,121.74,236.68,0.0,0.0,0.0,0.0,0.0,116.05,240.15,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.347762,0,0.0,0.0,0.0,31.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 30 cm x 40 cm,train,0,0,0
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.947566,0,0.0,3.84,0.0,127.43,257.81,0.0,0.0,0.0,0.0,0.0,126.29,235.76,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
